,gene_name,DNase,H3K4me1,H3K4me3,H3K27ac,H3K27me3,H3K36me3,gene_exp
3238,DDX5,141.69982867121345,0.0001,20.907265521796564,55.85574,0.0001,7.133539857277203,9.41849627363922
3239,NEIL2,56.85913149484366,3.54915,15.190967635402906,10.4809,0.0001,6.048652984455386,87.3613582932455
3240,CYCS,232.3063984712201,0.0001,14.762103698811096,17.8287,0.0001,6.209160812081652,83.9976096240886
3241,ZKSCAN1,83.21740634575467,4.37634,11.644963672391018,21.56091,0.0001,8.066603971897992,151.56090432172502
3242,IL1RN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3243,ANKRD39,155.70266218575995,4.48121,15.311789960369882,17.71418,0.0001,9.55766996736184,5.86253339481625
3244,ADAMTS17,0.0001,0.0001,6.881803170409511,0.0001,0.0001,0.0001,0.0
3245,ZNF785,157.3500543639419,0.0001,0.0001,0.0001,0.0001,5.723903302539139,0.0
3246,ST3GAL6,35.443033178478466,0.0001,11.891826287978864,8.87979,0.0001,5.156054655086575,0.0
3247,OOSP2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3248,NAGPA,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3249,MRPS25,93.1017594148463,6.41491,14.884808454425364,20.78443,0.0001,9.42287160480168,511.09758350217794
3250,DYDC2,0.0001,0.0001,0.0001,0.0001,43.93065558633426,0.0001,0.0
3251,ZP3,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3252,DUSP8,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3253,OR13D1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3254,ABO,0.0001,0.0001,0.0001,0.0001,35.95420129270545,0.0001,0.0
3255,ERAL1,37.91412144575138,5.1516,8.92711360634082,17.84434,0.0001,8.187738562814626,172.416146070498
3256,EMC3,65.09609238575335,0.0001,11.332182959048875,13.77753,0.0001,8.066603971897992,204.371758427488
3257,SAG,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3258,DYSF,11.555846594840368,3.92496,0.0001,0.0001,0.0001,0.0001,0.0
3259,PSTPIP1,0.0001,5.25551,9.16418428005284,6.74318,0.0001,0.0001,1.63382078216191
3260,GLI4,86.51219070211855,4.52723,16.27296895640687,5.52225,0.0001,0.0001,4.90146234648572
3261,DCTN4,123.57851471121216,3.84788,19.553236459709375,26.61859,0.0001,8.066603971897992,0.0
3262,MTCL1,26.38237619847781,4.8725,16.53546895640687,0.0001,56.76518928901201,0.0001,0.0
3263,B3GALT9,100.515024216665,0.0001,15.94116578599736,20.02252,0.0001,0.0001,0.480535524165267
3264,SPATA22,0.0001,0.0001,0.0001,0.0001,0.0001,3.838358134646236,0.0
3265,UBXN1,98.86763203848308,5.76654,14.350165125495376,28.10915,0.0001,0.0001,264.678966710229
3266,STX11,56.035435405752686,5.17652,0.0001,8.99534,0.0001,8.935581125186701,13.4549946766275
3267,CDNF,217.47986886758264,5.59805,9.343361955085864,29.62652,0.0001,0.0001,0.0
3268,IFIH1,93.1017594148463,0.0001,6.702708058124174,38.95905,0.0001,6.087901753609559,559.055028813871
3269,EPOP,65.91978847484431,10.77275,13.036707397622193,6.32919,33.45909510618652,0.0001,0.0
3270,BPIFC,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3271,HPGD,0.0001,0.0001,0.0001,0.0001,37.93139427516159,0.0001,0.0
3272,XIRP2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3273,TXNL1,0.0001,0.0001,0.0001,0.0001,0.0001,7.364537810477403,0.0
3274,LMBRD1,0.0001,5.03732,4.932711360634082,6.39603,0.0001,7.803161475908614,43.152090070040906
3275,LRPAP1,42.85629798029719,4.57146,13.22731175693527,10.35348,0.0001,8.765876528184986,186.59194403337295
3276,HLA-DPA1,0.0001,3.78444,5.967602377807133,7.04536,0.0001,0.0001,0.480535524165267
3277,LMAN2,0.0001,0.0001,0.0001,5.99415,0.0001,11.250318083752834,2.1143563063271698
3278,MYOT,57.68282758393463,0.0001,9.979540951122852,21.76875,0.0001,0.0001,0.0
3279,CMBL,16.498023129386183,5.92687,0.0001,8.74122,0.0001,0.0001,0.0
3280,OR5B2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3281,C17orf64,0.0001,0.0001,8.907182959048876,5.07846,0.0001,0.0001,0.0
3282,XRCC6,250.42771243122135,5.47871,12.770178335535006,33.4649,0.0001,10.873540963655474,1551.3608862151502
3283,CAMP,0.0001,12.30389,0.0001,13.05927,0.0001,0.0001,1.05717815316359
3284,C10orf62,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3285,ANKFN1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3286,TTC30A,60.153915851207536,0.0001,7.321796565389697,47.20027,0.0001,0.0001,2.59489183049244
3287,APOL3,50.26956278211591,10.81908,12.730812417437251,27.27425,0.0001,7.289082812413564,97.06817588138392
3288,UPP2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3289,NDUFAF7,23.911287931204903,0.0001,15.956852708058124,19.25763,0.0001,8.455357636776014,0.0
3290,PRSS35,22.263895753022965,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3291,ZNF879,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3292,USP49,56.85913149484366,3.64114,19.85399603698811,20.78378,0.0001,7.123361177186481,12.3017094186308
3293,AMBP,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3294,CMYA5,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3295,PAX8,0.0001,0.0001,0.0001,0.0001,0.0001,5.761492504287216,0.0
3296,GRIP1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3297,ITGA2,0.0001,3.40767,7.038887054161163,0.0001,39.65032317636196,0.0001,0.0
3298,COL12A1,19.792807485750057,0.0001,0.0001,0.0001,56.001385041551245,0.0001,0.0
3299,BCS1L,78.27522981120885,5.45464,19.1510072655218,12.88726,0.0001,0.0001,6.63139023348068
3300,LACC1,12.379542683931335,5.31558,10.854293262879787,19.41459,0.0001,0.0001,0.0
3301,KIF21A,0.0001,0.0001,0.0001,0.0001,0.0001,6.487290479614981,0.0
3302,ECPAS,0.0001,0.0001,0.0001,0.0001,0.0001,8.765876528184986,2.59489183049244
3303,SLC22A24,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3304,TCTN1,127.696995156667,3.95125,8.151585204755614,4.59953,0.0001,11.172747137246224,16.6265291361182
3305,SKP1,79.92262198939079,3.84923,19.39129788639366,20.7109,0.0001,9.42287160480168,0.0
3306,TMEM263,46.97477842575204,0.0001,14.356638044914137,11.20857,0.0001,0.0001,121.671594718645
3307,ARL6,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.480535524165267
3308,ARHGEF35,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3309,CEMP1,131.81547560212184,7.11672,18.239052179656536,19.72952,0.0001,0.0001,0.0
3310,NOTUM,0.0001,0.0001,0.0001,0.0001,44.87322253000924,0.0001,1.63382078216191
3311,WDR33,121.9311225330302,3.92496,18.23683949801849,33.52559,0.0001,9.55766996736184,234.116907373318
3312,OR4P4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3313,CCDC138,37.91412144575138,0.0001,15.167173051519155,11.94615,0.0001,5.1523621176080105,63.7190105043143
3314,PLPP7,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3315,EPM2A,28.85346446575072,3.22766,16.12878137384412,15.0342,0.0001,0.0001,15.7615651926207
3316,CSRNP2,70.03826892029916,0.0001,12.825033025099074,5.14688,0.0001,6.117137799413619,4.51703392715351
3317,ITGBL1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3318,EPN3,0.0001,0.0001,0.0001,0.0001,50.543767313019394,0.0001,0.0
3319,SLC41A3,77.45153372211789,0.0001,8.839646631439894,5.68166,0.0001,0.0001,1.05717815316359
3320,C3orf20,23.911287931204903,6.4884,0.0001,4.02668,0.0001,6.137854732533054,0.0
3321,SNX17,146.6420052057593,4.65228,18.12465323645971,23.16285,0.0001,8.844111301654035,1.63382078216191
3322,LRCH1,53.56434713847978,8.09762,0.0001,19.70845,0.0001,8.283440283232837,33.8297009012348
3323,CCNG2,169.7054957003064,0.0001,16.701783355350067,42.62181,0.0001,0.0001,6.63139023348068
3324,SRI,0.0001,0.0001,0.0001,0.0001,0.0001,8.435719422470543,0.0
3325,APOL1,38.73781753484234,4.88157,17.552179656538968,13.90647,0.0001,6.5799496597886815,66.8905449638051
3326,PDE6C,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3327,PITPNA,0.0001,0.0001,0.0001,0.0001,0.0001,8.355589976212867,0.0
3328,TUT7,53.56434713847978,0.0001,17.22800528401585,28.42859,0.0001,7.5833794324279475,0.480535524165267
3329,DBF4B,0.0001,0.0001,0.0001,0.0001,0.0001,9.55766996736184,0.0
3330,RHOBTB3,18.969111396659088,0.0001,0.0001,0.0001,0.0001,7.803161475908614,0.0
3331,MOV10L1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3332,SLC10A2,0.0001,5.14752,0.0001,6.02165,0.0001,0.0001,0.0
3333,MAP3K7CL,17.321719218477153,0.0001,0.0001,0.0001,0.0001,6.997095757039332,0.0
3334,INTS4,222.42204540212845,3.7859,15.047011228533686,13.76348,0.0001,6.422276926481164,318.546998969155
3335,SUN3,0.0001,3.36872,0.0001,0.0001,0.0001,0.0001,0.0
3336,PDS5A,0.0001,4.47545,0.0001,0.0001,0.0001,9.55766996736184,2.1143563063271698
3337,TMEM33,49.44586669302494,0.0001,16.713292602377805,9.40692,0.0001,5.809357194224705,4.51703392715351
3338,RPLP2,125.22590688939408,3.58145,19.435584544253636,48.20248,0.0001,12.486944736405375,0.0
3339,WDR70,38.73781753484234,0.0001,12.844352708058125,0.0001,0.0001,6.925914145046191,123.113201291141
3340,CREB3L2,177.11876050212513,3.6678,0.0001,0.0001,0.0001,12.874218620346296,34.8868790543983
3341,CARNMT1,188.6505057493987,0.0001,12.405151915455749,8.87979,0.0001,0.0001,9.41849627363922
3342,ZNRD2,199.3585549075813,5.60934,16.77189564068692,16.20532,0.0001,3.3888504729767117,502.255729857537
3343,H2BC14,134.28656386939474,4.34512,7.314316380449142,36.19578,0.0001,0.0001,1.05717815316359
3344,IL20RB,0.0001,5.34945,0.0001,0.0001,0.0001,0.0001,1.63382078216191
3345,WDR91,70.03826892029916,4.89839,12.248150594451785,22.93444,0.0001,9.094374066493334,530.415111573621
3346,SENP5,64.27239629666238,3.95722,10.576667767503302,15.15107,0.0001,9.119032472202246,2.59489183049244
3347,LY6H,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3348,OR1Q1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3349,TCAP,13.203238773022306,0.0001,0.0001,0.0001,40.190120036934445,0.0001,0.0
3350,ADAM29,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3351,HSDL1,35.443033178478466,0.0001,12.629111624834874,0.0001,0.0001,4.823850749571279,11.773120342049
3352,CFAP97D1,34.6193370893875,0.0001,15.3997357992074,6.8526,53.34616805170822,0.0001,0.0
3353,C12orf4,70.86196500939013,4.34512,14.707826948480845,32.79862,0.0001,7.803161475908614,89.18739328507351
3354,NFKBIE,70.03826892029916,9.84267,5.101304491413474,0.0001,0.0001,7.143981302207225,0.480535524165267
3355,ADD1,0.0001,6.34266,0.0001,0.0001,0.0001,10.334250705316148,0.0
3356,MAP1A,192.76898619485357,4.88157,11.794022457067372,4.60656,36.27959372114497,0.0001,0.0
3357,NREP,47.798474514843,3.42363,13.544980184940554,20.18737,0.0001,6.466366100569785,20.7591346439395
3358,ASGR1,7.437366149385523,0.0001,0.0001,0.0001,43.895567867036014,0.0001,0.0
3359,FAM71B,0.0001,2.88591,0.0001,0.0001,0.0001,0.0001,0.0
3360,EPPIN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3361,ANKRD13A,125.22590688939408,4.00691,4.664035667107001,42.26259,0.0001,9.70156829119876,68.42825864113401
3362,FKBP11,68.39087674211723,6.15998,21.775677014531045,21.73881,0.0001,5.535653039774299,10.1873531123037
3363,CFAP20DC,73.33305327666304,0.0001,11.2932463672391,0.0001,0.0001,0.0001,11.773120342049
3364,CFAP70,5.789973971203585,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3365,CDPF1,63.448700207571406,3.22766,11.862615587846763,15.15864,0.0001,5.745671295015766,102.9307092762
3366,USP30,54.38804322757075,4.34512,15.61692536327609,19.56286,0.0001,4.83870387785584,4.51703392715351
3367,UBXN8,57.68282758393463,0.0001,13.507513210039631,16.64937,0.0001,0.0001,41.9988048120443
3368,CHEK1,68.39087674211723,3.48603,16.241974900924703,33.96661,0.0001,7.364537810477403,0.0
3369,CCDC158,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3370,MS4A14,0.0001,6.18783,0.0001,7.82553,0.0001,0.0001,0.0
3371,NHLRC1,21.440199663931995,0.0001,4.69479854689564,0.0001,0.0001,0.0001,0.0
3372,DUSP5,70.03826892029916,4.10394,9.956786657859974,7.11769,0.0001,11.041309398683412,10.5717815316359
3373,OR5AN1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3374,SLC7A11,144.17091693848636,0.0001,11.302823645970935,15.09813,0.0001,4.823850749571279,11.3406383703003
3375,CYP24A1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3376,SELENOT,0.0001,0.0001,0.0001,0.0001,0.0001,7.123361177186481,0.0
3377,TSC22D4,91.45436723666435,4.53139,18.76857661822985,19.86809,0.0001,6.466366100569785,0.0
3378,CTRL,0.0001,0.0001,0.0001,0.0001,0.0001,5.7340404934447085,0.0
3379,MALRD1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3380,MMAA,85.68849461302757,4.57818,13.653748348745046,15.12999,0.0001,5.328525197765117,0.0
3381,ZNF263,0.0001,0.0001,0.0001,0.0001,0.0001,7.724124578193285,0.0
3382,GCNT1,31.324552733023623,6.24258,4.103880449141347,16.06676,0.0001,0.0001,6.63139023348068
3383,IL31RA,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3384,LACTB2,97.22023986030112,0.0001,14.206869220607665,9.9931,0.0001,0.0001,37.5778779897238
3385,SERTAD2,160.64483872030576,3.94852,17.713391677675034,25.73073,0.0001,8.765876528184986,0.0
3386,LPAR5,51.09325887120688,7.94256,6.735667107001322,6.90984,0.0001,7.211760801017868,9.03406785430701
3387,AVPI1,114.51785773121148,3.40347,8.018560105680317,0.0001,0.0001,0.0001,3.5559628788229705
3388,GRXCR1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3389,GLP1R,0.0001,0.0001,0.0001,0.0001,34.56426592797784,0.0001,0.0
3390,DMBT1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3391,HRAS,91.45436723666435,5.90829,13.414795244385733,14.23537,0.0001,8.241785141339824,0.480535524165267
3392,OR5M1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3393,DUSP2,135.9339560475767,4.49914,17.147704755614267,40.64935,0.0001,6.713821430547104,20.1824920149412
3394,HOXB7,0.0001,5.29474,13.29915785997358,2.99707,35.142474607571565,0.0001,7.88078259631037
3395,BLMH,0.0001,0.0001,0.0001,0.0001,0.0001,8.241785141339824,0.0
3396,ICOS,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,107.928278727519
3397,XBP1,41.20890580211525,4.75933,4.961872523117568,5.85879,0.0001,6.016872268628644,0.480535524165267
3398,TATDN1,69.21457283120819,0.0001,11.531869220607662,29.63875,0.0001,5.480859655916358,92.74335616389652
3399,ENPP6,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3400,ETV1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3401,PPHLN1,44.50369015847913,5.088,15.956852708058124,21.92526,0.0001,9.0828124135642,171.743396336666
3402,MICAL1,0.0001,4.06884,0.0001,0.0001,0.0001,6.697626818609282,0.0
3403,MS4A2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3404,PLIN2,40.38520971302428,4.32231,12.419996697490092,18.03671,0.0001,7.831387951540631,13.8394230959597
3405,NCF1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3406,ACP3,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3407,POLE4,86.51219070211855,4.75933,11.67100396301189,25.89166,0.0001,0.0001,13.8394230959597
3408,CST8,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3409,MMP27,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3410,MT2A,115.34155382030244,5.59934,9.779128137384411,7.41997,0.0001,0.0001,584.5234115946299
3411,CREBL2,82.3937102566637,5.77182,12.8108322324967,30.68013,0.0001,6.048652984455386,3.07542735465771
3412,PROS1,0.0001,0.0001,8.061013870541611,0.0001,0.0001,0.0001,0.0
3413,NIPAL4,0.0001,3.33803,12.17225891677675,0.0001,0.0001,0.0001,0.480535524165267
3414,GLYATL3,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3415,BAZ1B,117.81264208757536,0.0001,11.862615587846763,22.73551,0.0001,9.57084969851192,52.282265029181005
3416,EFL1,85.68849461302757,3.60107,13.178005284015851,10.57261,0.0001,6.5799496597886815,94.9538195750567
3417,DOCK2,51.91695496029785,5.37748,0.0001,36.49403,0.0001,12.206187420479065,234.885764211982
3418,RNF17,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3419,CDKN1B,69.21457283120819,4.64234,17.44656538969617,0.0001,0.0001,0.0001,3.07542735465771
3420,H4C4,138.4050443148496,2.81419,9.4653071334214,13.75224,0.0001,0.0001,0.0
3421,SERF2,191.1215940166716,8.84304,16.966958388375165,45.36889,0.0001,6.466366100569785,6065.99213574783
3422,VDAC1,0.0001,3.19602,0.0001,4.14169,0.0001,10.81405930187531,0.0
3423,LRIG1,46.97477842575204,3.64684,9.179937252311758,0.0001,39.33407202216067,8.695801294462576,0.0
3424,FOXK2,66.74348456393528,5.1516,11.93799537648613,21.50825,0.0001,12.002835094318748,0.0
3425,MAP1LC3A,34.6193370893875,0.0001,6.434032364597094,4.60656,0.0001,0.0001,0.0
3426,SPESP1,70.86196500939013,3.33103,4.260485468956406,49.77272,0.0001,0.0001,0.0
3427,SLC19A1,0.0001,6.25356,13.8803500660502,10.02143,0.0001,8.538958344858107,32.8686298529042
3428,NCR3LG1,27.20607228756878,4.46809,8.907182959048876,0.0001,48.12059095106186,0.0001,0.0
3429,LIF,0.0001,0.0001,8.585386393659181,0.0001,33.72927054478301,0.0001,0.480535524165267
3430,OR5C1,0.0001,0.0001,0.0001,0.0001,28.89639889196676,0.0001,0.0
3431,PAPSS2,0.0001,0.0001,10.155977542932629,0.0001,42.44893813481072,0.0001,0.0
3432,FUS,100.515024216665,8.84304,11.42815389696169,38.5012,0.0001,10.797021076506056,8.16910391080953
3433,RNF214,44.50369015847913,4.78495,15.983025099075295,19.25763,0.0001,6.162803562538032,9.80292469297144
3434,SLC12A8,33.795641000296534,5.53893,0.0001,0.0001,0.0001,7.364537810477403,0.0
3435,NOX5,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3436,RBKS,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3437,TBC1D23,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3438,C11orf53,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3439,FLT3,16.498023129386183,0.0001,9.122275429326288,0.0001,53.79224376731303,0.0001,0.0
3440,GRIN3A,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3441,MTIF2,56.035435405752686,0.0001,15.406406869220609,17.44029,0.0001,5.809357194224705,0.0
3442,TMEM60,182.0609370366709,3.75027,15.50449141347424,16.01844,0.0001,0.0001,0.0
3443,STT3B,99.69132812757404,0.0001,15.44501321003963,23.53085,0.0001,6.794863638878132,0.480535524165267
3444,MLH1,353.3897235675925,0.0001,18.760964332893,23.95914,0.0001,9.996293632793051,85.3431090917513
3445,CD248,20.616503574841023,9.34836,0.0001,14.79,0.0001,0.0001,0.0
3446,TSPAN13,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3447,ST6GALNAC2,0.0001,0.0001,7.766165785997358,0.0001,49.81911357340721,5.480859655916358,0.0
3448,LAT2,104.63350466211986,4.01603,21.07836856010568,55.22314,0.0001,10.873540963655474,701.677972386122
3449,ITFG2,0.0001,0.0001,0.0001,0.0001,0.0001,10.219616086740055,0.480535524165267
3450,MMD,59.33021976211656,4.88157,7.526998018494057,9.38081,0.0001,8.248534048791281,34.8868790543983
3451,EEF1AKMT1,63.448700207571406,3.95125,10.649752311756934,15.58783,0.0001,0.0001,59.2019765771608
3452,RAB14,0.0001,0.0001,0.0001,0.0001,0.0001,6.794863638878132,0.0
3453,DRICH1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3454,OGN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3455,OR1B1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3456,CCDC14,0.0001,0.0001,0.0001,0.0001,0.0001,6.5799496597886815,3.5559628788229705
3457,CXCL5,0.0001,0.0001,0.0001,0.0001,38.92723915050785,0.0001,0.0
3458,CUX2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3459,RGS22,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3460,SLC25A12,46.97477842575204,0.0001,21.27212681638045,13.32629,0.0001,9.917104608065497,1.05717815316359
3461,FOXS1,0.0001,4.00934,0.0001,0.0001,0.0001,0.0001,0.0
3462,PCYT1A,98.04393594939212,3.44602,15.41839498018494,26.59721,0.0001,7.227913923770537,94.9538195750567
3463,BCKDHB,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3464,GPER1,89.80697505848242,5.46171,5.538986129458388,14.18043,0.0001,6.137854732533054,0.0
3465,DCUN1D1,0.0001,0.0001,0.0001,0.0001,0.0001,8.665680146041932,0.0
3466,PRPF19,0.0001,0.0001,0.0001,0.0001,0.0001,8.741494717043757,0.0
3467,RAD17,0.0001,0.0001,0.0001,0.0001,0.0001,9.996293632793051,0.0
3468,KLF15,18.969111396659088,0.0001,5.178203434610304,0.0001,72.98236380424746,0.0001,0.0
3469,COL5A2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3470,H2AC14,134.28656386939474,4.34512,7.314316380449142,36.19578,0.0001,0.0001,0.480535524165267
3471,SUN5,9.084758327567462,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3472,MOB1A,157.3500543639419,6.15472,14.545310435931308,29.025,0.0001,9.119032472202246,200.767741996248
3473,FRAS1,12.379542683931335,4.00934,11.406984808454425,0.0001,33.30415512465374,0.0001,14.3199586201249
3474,ELP1,56.035435405752686,0.0001,24.341330911492733,16.06676,0.0001,7.831387951540631,22.2968483212684
3475,P4HA2,26.38237619847781,4.06884,11.543725231175694,3.24707,0.0001,0.0001,42.7676616507087
3476,CNTN1,0.0001,0.0001,0.0001,0.0001,39.33407202216067,0.0001,0.0
3477,KCNE4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3478,SETD2,52.74065104938881,3.83951,0.0001,25.25505,0.0001,14.505697848094265,2.59489183049244
3479,GPHA2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3480,ZNF322,78.27522981120885,0.0001,7.409544253632761,7.77697,0.0001,7.364537810477403,9.80292469297144
3481,NR4A3,92.27806332575533,6.30048,15.307546235138703,20.69711,26.637580794090493,0.0001,4.51703392715351
3482,SEPTIN4,0.0001,3.74451,0.0001,0.0001,0.0001,0.0001,0.0
3483,CGAS,77.45153372211789,0.0001,0.0001,27.78925,0.0001,7.78037008353156,8.16910391080953
3484,TTC31,107.10459292939277,5.30666,14.115142007926025,30.85233,0.0001,6.844152790839187,127.726342323128
3485,TMEM98,0.0001,3.44602,0.0001,0.0001,64.83979686057249,0.0001,0.0
3486,KIF3A,155.70266218575995,0.0001,12.10112285336856,7.4186,0.0001,0.0001,118.211738944656
3487,EFCAB13,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3488,ARL17B,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3489,ATXN7L3B,89.80697505848242,3.6678,0.0001,22.60676,0.0001,0.0001,90.052357228571
3490,CAPN11,56.035435405752686,6.23698,7.129937252311757,0.0001,0.0001,0.0001,0.0
3491,CES3,0.0001,3.8367,0.0001,0.0001,0.0001,0.0001,3.5559628788229705
3492,OR6Q1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3493,AFF1,92.27806332575533,3.29096,16.983025099075295,26.7594,0.0001,8.765876528184986,1.05717815316359
3494,CFAP161,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3495,NACA2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3496,SLC36A2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3497,CTNND2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3498,FAM120AOS,121.10742644393925,0.0001,7.858520475561427,22.48663,0.0001,5.1523621176080105,1.05717815316359
3499,OR2A14,36.26672926756944,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3500,CAB39L,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3501,TNFRSF11A,0.0001,3.95722,0.0001,0.0001,0.0001,0.0001,0.0
3502,TDRD15,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3503,PDZD8,0.0001,0.0001,0.0001,0.0001,0.0001,6.925914145046191,0.0
3504,CD163,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3505,CAV1,0.0001,5.088,8.985650594451783,0.0001,0.0001,0.0001,0.0
3506,SPARCL1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3507,SMAD6,28.85346446575072,5.14642,14.264019154557465,0.0001,40.190120036934445,0.0001,0.0
3508,STARD6,67.56718065302626,3.59453,13.763540290620872,17.49982,0.0001,0.0001,0.0
3509,GPC1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3510,ASCC3,49.44586669302494,0.0001,0.0001,14.67917,0.0001,7.803161475908614,94.9538195750567
3511,PERP,21.440199663931995,0.0001,5.539134742404227,0.0001,33.41385041551247,0.0001,13.0705662572953
3512,PCDHB2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3513,ARNTL,90.63067114757338,2.56471,15.92282034346103,18.47489,0.0001,10.0917879072855,31.907558804573696
3514,ABCA9,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3515,EFCC1,51.91695496029785,0.0001,7.263721928665787,0.0001,0.0001,0.0001,0.0
3516,PCDH9,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3517,CFAP65,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3518,MSMO1,211.71399624394584,3.73697,21.521383751651253,10.10071,0.0001,3.6078580516678658,2.59489183049244
3519,PLA2G4B,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
3520,SOX9,65.09609238575335,4.47545,14.578665785997355,6.8526,33.552816251154205,6.048652984455386,54.7810497548404
